"","source","park","species","beta_yr","se_yr","p_yr","r2","disp"
"209","Genesee Park","Genesee Park","SSHA",-1.08205198473451,0.421534391359698,0.0102601420897432,0.240263215316372,0.781832815485993
"210","Genesee Park","Genesee Park","STJA",0.825480799500552,0.192162372471372,1.74106612562402e-05,0.147562727348009,1.07613043971651
"211","Genesee Park","Genesee Park","VASW",-0.906283003014275,0.266202899581467,0.000662896480266366,0.21599759142873,0.842125509613301
"212","Genesee Park","Genesee Park","VGSW",-0.370899607582943,0.154852672220919,0.0166123294582122,0.0829776288480104,0.664366919855148
"213","Genesee Park","Genesee Park","WCSP",-0.227157877988099,0.244998073710666,0.353831890069844,0.00983783161307642,1.89506242345576
"214","Golden Gardens Park","Golden Gardens Park","AGOL",-0.473818968291817,0.111180408856924,2.02866077979754e-05,0.0668321909278302,0.86980388998844
"215","Golden Gardens Park","Golden Gardens Park","AMCR",-0.102149008308858,0.0345488093722642,0.00310993006143473,0.0139056944253609,0.96194691655357
"216","Golden Gardens Park","Golden Gardens Park","AMRO",-0.337390304650154,0.057594667939718,4.68438424847354e-09,0.039334976931411,0.932582164600871
"217","Golden Gardens Park","Golden Gardens Park","AMWI",-0.320896099175676,0.066861708164167,1.59141469260401e-06,0.00890792152008626,0.242336873047595
"218","Golden Gardens Park","Golden Gardens Park","ANHU",0.249075122436307,0.0687925986470442,0.000293844006331825,0.0150887422306895,0.840587712258391
"219","Golden Gardens Park","Golden Gardens Park","BAEA",0.239318826297291,0.173478072663209,0.167730300767718,NA,1.03365472240963
"220","Golden Gardens Park","Golden Gardens Park","BAGO",-0.574735856124652,0.182547553851901,0.0016415722830643,0.0663640498052846,0.753805947420034
"221","Golden Gardens Park","Golden Gardens Park","BARS",-1.29069149192397,0.224297254255388,8.69606758823151e-09,0.306946749618332,0.573191467389287
"222","Golden Gardens Park","Golden Gardens Park","BCCH",-0.0242617468498017,0.0628092296179405,0.699291696841612,0.000152355392314222,0.892496782009948
"223","Golden Gardens Park","Golden Gardens Park","BEKI",0.189348463494511,0.122664945971666,0.122679627357978,0.00558369777951342,0.679285600525204
"224","Golden Gardens Park","Golden Gardens Park","BEWR",0.259887796350752,0.0740796015922376,0.00045110995724686,0.0152641345765673,0.836478642673238
"225","Golden Gardens Park","Golden Gardens Park","BRAN",-1.13018429810931,0.298350038418104,0.000151794502688099,0.0236341403256969,0.221528466651428
"226","Golden Gardens Park","Golden Gardens Park","BRCR",0.213966935356627,0.10581201444682,0.0431616676899711,0.00951183985704756,0.801114833640296
"227","Golden Gardens Park","Golden Gardens Park","BUFF",-0.470067945003743,0.117547268104344,6.36188654301573e-05,0.0322180386778347,0.344451527292886
"228","Golden Gardens Park","Golden Gardens Park","BUSH",-0.30982812553411,0.174321189912068,0.0755122200867669,0.0436281772913894,1.34104570732637
"229","Golden Gardens Park","Golden Gardens Park","CAGU",-0.164765656341339,0.133500822001217,0.217131340319084,0.00560905730558706,1.4445600050766
"230","Golden Gardens Park","Golden Gardens Park","CANG",-0.161173180679088,0.140405492552154,0.251004802938946,0.00341397647092536,1.06165927101367
"231","Golden Gardens Park","Golden Gardens Park","CATE",0.216627444160633,0.171356384895209,0.206160968197532,0.0155771083191014,2.22134285237114
"232","Golden Gardens Park","Golden Gardens Park","CBCH",0.345760729013192,0.122379283808036,0.00472333086076889,0.0176976462299952,0.727954933064727
"233","Golden Gardens Park","Golden Gardens Park","COGO",-0.251512248890351,0.163576987557641,0.124152022194834,0.0125921317064425,0.690769897670368
"234","Golden Gardens Park","Golden Gardens Park","DCCO",-0.311610935233076,0.128741971731102,0.0155021621105196,0.0167088075835498,0.749642055885359
"235","Golden Gardens Park","Golden Gardens Park","DEJU",1.21487521164854,0.158521297939928,1.80513683748412e-14,0.30997606436594,0.452836579900544
"236","Golden Gardens Park","Golden Gardens Park","DOWO",0.240771440329241,0.183520744341279,0.18953443178209,0.0122050185258336,0.781422816583784
"237","Golden Gardens Park","Golden Gardens Park","EUST",-0.923756209641052,0.151779416344262,1.15639469720371e-09,0.191209416216349,0.694791540066196
"238","Golden Gardens Park","Golden Gardens Park","EUWI",-0.151782380026457,NA,NA,0.000286224130653264,0.129791552513209
"239","Golden Gardens Park","Golden Gardens Park","GADW",-0.78528204437395,0.196983139978403,6.70425710454852e-05,0.0139841713639597,0.187997353553523
"240","Golden Gardens Park","Golden Gardens Park","GBHE",-0.0584044920975139,0.102241026439469,0.567834791786169,0.000720665674492413,0.704306472457599
"241","Golden Gardens Park","Golden Gardens Park","GCKI",0.047362946073577,0.0973926710150146,0.626747999943327,0.000493937513856448,0.60444857121715
"242","Golden Gardens Park","Golden Gardens Park","GCSP",-0.780061576683442,0.284883460387055,0.00617806583350228,0.0710906716951559,0.508754109675584
"243","Golden Gardens Park","Golden Gardens Park","GWGU",-0.370466954783439,0.0511076352404413,4.20606062381674e-13,0.0665381520231535,0.85545928402668
"244","Golden Gardens Park","Golden Gardens Park","HEEG",-0.501689397480876,0.274550539759077,0.067652925863075,0.108533849518502,0.893711804948435
"245","Golden Gardens Park","Golden Gardens Park","HOFI",0.190447824778927,0.164477023633306,0.24690514750787,0.0162974997611897,1.19528184498201
"246","Golden Gardens Park","Golden Gardens Park","HOGR",-0.6075525163726,0.111051153979223,4.4769315341367e-08,0.0546672724610791,0.553516795161163
"247","Golden Gardens Park","Golden Gardens Park","HOME",-1.51836041883115,0.427086275381465,0.000377747879241193,0.291729686004193,0.272499985869323
"248","Golden Gardens Park","Golden Gardens Park","MALL",-0.122334283899162,0.0403923589147637,0.00245649777247722,0.00122845742360175,0.404757013347141
"249","Golden Gardens Park","Golden Gardens Park","NOFL",0.0284133193567987,0.111063301918496,0.798082143881335,0.000186609499727535,0.890094988865522
"250","Golden Gardens Park","Golden Gardens Park","NSHO",-0.201630558124887,0.191183030120479,0.291586921906394,0.00131210300129739,0.152244016962367
"251","Golden Gardens Park","Golden Gardens Park","OCWA",-0.0342968622739945,0.193673538843334,0.859440879173485,0.000270014143178162,0.777836432270621
"252","Golden Gardens Park","Golden Gardens Park","OSPR",0.254200594035917,0.212862012864683,0.232398313237538,0.0134279854402995,0.804858343228787
"253","Golden Gardens Park","Golden Gardens Park","PAWR",-0.49571796748996,0.0834857411695181,2.88949498966522e-09,0.0411093899039282,0.823893017269104
"254","Golden Gardens Park","Golden Gardens Park","PISI",-0.0323250582029675,0.178288566617903,0.856126202225745,0.000703368241368306,1.42074024306542
"255","Golden Gardens Park","Golden Gardens Park","RBGU",-0.609673613224994,0.236321460792326,0.00988436110854945,0.0594649998851647,1.45867225940766
"256","Golden Gardens Park","Golden Gardens Park","RBME",-0.872319362389775,0.169152020497968,2.50918854466253e-07,0.118046360376256,0.676199457750227
"257","Golden Gardens Park","Golden Gardens Park","RBNU",-0.033075189233891,0.159367838328549,0.83558821562382,0.000148712579103277,0.997910609600191
"258","Golden Gardens Park","Golden Gardens Park","RCKI",0.10512133181206,0.174386335644644,0.546636982730227,0.00314727007724402,1.08328967296609
"259","Golden Gardens Park","Golden Gardens Park","RNGR",-1.11325801171596,0.22293304864202,5.92371743147055e-07,0.191196137831624,0.52556875906548
"260","Golden Gardens Park","Golden Gardens Park","ROPI",0.0659925290835078,0.0896777481895637,0.461800555207388,0.00124698728649672,0.624140033817098
"261","Golden Gardens Park","Golden Gardens Park","RWBL",-1.62234320013042,0.244582554404221,3.28684732731834e-11,0.172611110957589,0.488937022761173
"262","Golden Gardens Park","Golden Gardens Park","SBIG",0.366656598132119,0.561921222059693,0.514075229040387,0.0260694543323869,1.28087707057818
"263","Golden Gardens Park","Golden Gardens Park","SOSP",0.405195614375256,0.0418434385035594,3.53984652459875e-22,0.0628700899348173,0.982369531314562
"264","Golden Gardens Park","Golden Gardens Park","SPTO",0.029504818473147,0.0857349405123291,0.730741037040736,0.000265925792675741,0.840018800268731
"265","Golden Gardens Park","Golden Gardens Park","STJA",0.26789307779014,0.251401336088843,0.286604833710009,0.0036235598155211,0.335689684907915
"266","Golden Gardens Park","Golden Gardens Park","SUSC",-0.890283032099677,0.372923156840463,0.0169721916521171,0.131657592001786,1.29548924472628
"267","Golden Gardens Park","Golden Gardens Park","VATH",-0.326918966666774,0.328098575260875,0.319053544068288,0.00846294738772005,0.337141556342877
"268","Golden Gardens Park","Golden Gardens Park","VGSW",-1.23196971508847,0.303194102420252,4.83830148006695e-05,0.249059486896267,0.463313945129181
"269","Golden Gardens Park","Golden Gardens Park","WAVI",0.652270898599418,0.31970828233142,0.0413297679578472,NA,5.46664511485147
"270","Golden Gardens Park","Golden Gardens Park","WCSP",-0.323453109105344,0.124723502307412,0.00950428554875586,0.0246588863233182,0.923854768235586
"271","Golden Gardens Park","Golden Gardens Park","WEFL",0.987642215406633,0.235512657407494,2.74580799745317e-05,0.110708695720152,0.43181413969708
"272","Golden Gardens Park","Golden Gardens Park","WEGU",-0.456066086975753,0.207216613842231,0.0277420646121297,0.00796475038614247,0.403221188566888
"273","Golden Gardens Park","Golden Gardens Park","WIWA",0.00958021964905349,0.210448761582707,0.963690591489275,2.38362924534591e-05,1.23002245158585
"274","Golden Gardens Park","Golden Gardens Park","YRWA",0.306626809755883,0.209820954696541,0.143912933992885,0.0238162133914997,0.792550882493048
"275","Lincoln Park","Lincoln Park","AGOL",-0.0256155829067145,0.171889846853666,0.881535290240063,NA,2.50250491871124
"276","Lincoln Park","Lincoln Park","AMCR",0.0222740796264654,0.0518890834574317,0.667731615655246,0.00055624709946945,0.889752424276171
"277","Lincoln Park","Lincoln Park","AMRO",-0.311610248768699,0.086117024160363,0.000296371377381341,0.105206193630299,1.10712054658655
"278","Lincoln Park","Lincoln Park","ANHU",-0.0430442367932987,0.0741197542715903,0.561416328861227,0.00151407715074636,1.04467512946071
"279","Lincoln Park","Lincoln Park","BCCH",-0.0454093646145222,0.0652890668698104,0.486734156402979,0.00360998534655696,0.980706857131636
"280","Lincoln Park","Lincoln Park","BEWR",0.264664891200793,0.0975505765818279,0.00666561180473522,NA,0.984905269782591
"281","Lincoln Park","Lincoln Park","BRCR",0.161885836265581,0.116465382871059,0.164531604425756,0.0184453019344254,1.22908798929214
"282","Lincoln Park","Lincoln Park","BTPI",0.35472048530865,0.523034372661992,0.497646621270495,0.0354411960460515,2.61312634271594
"283","Lincoln Park","Lincoln Park","BUSH",0.13752117740149,0.326932580978628,0.674017407261697,0.018476727328685,3.37962525121005
"284","Lincoln Park","Lincoln Park","CATE",-0.270580969813029,0.301897146342165,0.370109259482069,NA,2.11472584227975
"285","Lincoln Park","Lincoln Park","CBCH",0.0972243301740052,0.0892205594564282,0.275841925465778,0.0106264874590792,1.06285759607876
"286","Lincoln Park","Lincoln Park","COHA",-0.12244122087897,0.28530656083365,0.667809194917816,0.00360467319193529,1.10614412110647
"287","Lincoln Park","Lincoln Park","CORA",-0.473239124324046,0.237001347993542,0.0458492830768789,0.0669257570124183,0.707310605504764
"288","Lincoln Park","Lincoln Park","DEJU",0.0818403102955007,0.0576873427117821,0.1559901517667,0.00859232630737509,0.860541784341507
"289","Lincoln Park","Lincoln Park","DOWO",-0.152623471747215,0.190386080020443,0.422754015608501,NA,0.831051112850409
"290","Lincoln Park","Lincoln Park","GCKI",-0.0460226536100065,0.0898800449636131,0.608619313518696,0.00349044810776587,1.24800870573944
"291","Lincoln Park","Lincoln Park","GWGU",-0.915539132567894,0.278423668583986,0.00100796193218021,0.102569690583982,0.333638353748503
"292","Lincoln Park","Lincoln Park","HOFI",0.854030894377395,0.164489448049763,2.08035587619714e-07,0.251508542107332,0.913754382008995
"293","Lincoln Park","Lincoln Park","HUVI",0.208635053942112,0.292119484276724,0.475096493821056,0.0116884649009785,1.00846357980032
"294","Lincoln Park","Lincoln Park","NOFL",-0.304907697667597,0.127436318464754,0.0167281942094484,NA,1.5567682669672
"295","Lincoln Park","Lincoln Park","OCWA",0.029069974548921,0.306146666667463,0.924351042824397,NA,1.03289190297481
"296","Lincoln Park","Lincoln Park","PAWR",0.00647362368005595,0.119544610306832,0.956813770122475,1.43282539272338e-05,0.99192300947715
"297","Lincoln Park","Lincoln Park","PISI",0.65013438026986,0.257822376445696,0.011681026154674,0.303998287655875,1.33023750559721
"298","Lincoln Park","Lincoln Park","PUFI",0.548561878346192,0.143141805485628,0.000126952464957529,0.0566513110362137,0.653351851656863
"299","Lincoln Park","Lincoln Park","RBNU",0.116976844669214,0.0670443281936979,0.0810251409902843,0.0122184580755442,0.905900230223084
"300","Lincoln Park","Lincoln Park","RCKI",-0.531311765295366,0.205290809668198,0.00965088417696707,0.136220295442171,1.29361418836091
"301","Lincoln Park","Lincoln Park","SOSP",-0.0269430821484332,0.0697872333352215,0.699441378596281,0.000568092720297551,0.83084346569477
"302","Lincoln Park","Lincoln Park","SPTO",0.217992006035287,0.0760573781817795,0.00415494705540912,0.0331924479681003,0.83729269678699
"303","Lincoln Park","Lincoln Park","STJA",0.21646857902119,0.136086837110238,0.111684970682354,0.0196072316644335,0.770385959136946
"304","Lincoln Park","Lincoln Park","VATH",-0.202697924762068,0.216425433926736,0.348978942944552,NA,1.55589545107906
"305","Lincoln Park","Lincoln Park","WEFL",0.12865690059734,0.153347869452484,0.401476488887239,0.00637301521733757,0.72126782548995
"306","Lincoln Park","Lincoln Park","WETA",0.175362988843561,0.242291992410864,0.469208689799567,0.00899018933060849,1.01162138548394
"307","Lincoln Park","Lincoln Park","WIWA",-0.00936890069203645,0.217838624984861,0.965694801323741,1.86415732137336e-05,0.584940032580874
"308","Magnuson Park","Magnuson Park","AGOL",-0.252548659489687,0.044676840488823,1.57866966072012e-08,0.0208465806463158,0.780186336690203
"309","Magnuson Park","Magnuson Park","AMCO",-0.364864815720692,0.18360662081636,0.0468991888088314,0.00535284310153792,0.393359028400158
"310","Magnuson Park","Magnuson Park","AMCR",0.0935779219881235,0.0305167214326106,0.00216618896625087,0.00821895607508702,1.16701558999709
"311","Magnuson Park","Magnuson Park","AMRO",-0.164723926483718,0.0439021612513708,0.000175381363825339,0.0122892671227731,1.17114157202398
"312","Magnuson Park","Magnuson Park","AMWI",-0.0490314489575465,0.110448122379623,0.657091793212581,0.000241695401782704,0.227507199303085
"313","Magnuson Park","Magnuson Park","ANHU",0.106432554498198,0.0304820187260269,0.000480046021095918,0.00278041448040609,0.793234825506824
"314","Magnuson Park","Magnuson Park","BAEA",-0.201876430179482,0.122438004730712,0.0991875303946248,0.00848363335526739,0.809872785775072
"315","Magnuson Park","Magnuson Park","BARS",-0.528620024504653,0.0778052711799055,1.08959377080864e-11,0.126772012190965,1.36740101354569
"316","Magnuson Park","Magnuson Park","BCCH",0.18036330983027,0.0270207340927228,2.47237795259131e-11,0.0122483973692207,0.907619749550646
"317","Magnuson Park","Magnuson Park","BEKI",-0.297120497127144,0.193016327319564,0.123717844952223,0.0139759698186069,0.685627022377974
"318","Magnuson Park","Magnuson Park","BEWR",0.114969954764807,0.0347220302299405,0.000929123910767818,0.00296288241047024,0.718714771834145
"319","Magnuson Park","Magnuson Park","BHCO",-0.580239549898439,0.0829347288398832,2.62735746384475e-12,0.083695946940144,0.731798224092953
"320","Magnuson Park","Magnuson Park","BHGR",-0.782465756787498,0.385736510715279,0.0425094429205517,0.103144474743485,1.24391545382466
"321","Magnuson Park","Magnuson Park","BRCR",1.40140515876459,0.303079083479425,3.76604749386516e-06,0.195904693798057,0.363612578083013
"322","Magnuson Park","Magnuson Park","BTPI",0.264287002379326,0.379257803503883,0.485894687747912,0.00216139475728146,0.79265525906603
"323","Magnuson Park","Magnuson Park","BUFF",-0.0858527792710568,0.0689415172903924,0.213021987144043,0.000136344902878372,0.28505577535628
"324","Magnuson Park","Magnuson Park","BUOR",-1.36277871013039,0.352574506017991,0.000110988236767697,0.219543474885705,0.545897030620096
"325","Magnuson Park","Magnuson Park","BUSH",-0.201107232114399,0.0789601408132787,0.0108670179433244,0.0160209495566038,0.836182851941616
"326","Magnuson Park","Magnuson Park","CAGU",0.235770817685758,0.105179953180565,0.0249875836983714,0.00847561433287152,1.04824407883308
"327","Magnuson Park","Magnuson Park","CANG",0.040609142794172,0.109963796321154,0.711907427509944,0.000647162902621568,0.621800248881283
"328","Magnuson Park","Magnuson Park","CAQU",-1.49186342167278,0.283556082770614,1.43068406823744e-07,0.287882123270361,0.695618199908168
"329","Magnuson Park","Magnuson Park","CATE",0.392856534004462,0.24621763005575,0.110585673770953,0.0106411278907666,0.683642374633168
"330","Magnuson Park","Magnuson Park","CBCH",0.751631451740486,0.196408862483386,0.000129782291759094,0.074108603429774,0.369256305143036
"331","Magnuson Park","Magnuson Park","CEDW",-0.197121683254776,0.078633937568875,0.0121820295119201,0.0140398289919378,0.748175722086499
"332","Magnuson Park","Magnuson Park","CLSW",-0.777299123928345,0.104936540656991,1.28871789831857e-13,0.157334878148763,0.73613753294383
"333","Magnuson Park","Magnuson Park","COGO",0.0448312820986039,0.0782425298331094,0.566659297137238,7.10119098658062e-05,0.282125587646176
"334","Magnuson Park","Magnuson Park","COHA",0.508937657389226,0.117466926392273,1.47356117615361e-05,0.0520424990513181,0.822857576498893
"335","Magnuson Park","Magnuson Park","COME",-0.106821632173133,0.120855067392697,0.376759854641248,0.000178486655191804,0.359680493938969
"336","Magnuson Park","Magnuson Park","COYE",0.577783041881008,0.129885955523879,8.65174025056866e-06,0.0384108542244417,0.45666145248972
"337","Magnuson Park","Magnuson Park","DCCO",-0.208184574394132,0.0852788272955476,0.014637641502057,0.00500983577614765,0.662811059934964
"338","Magnuson Park","Magnuson Park","DEJU",0.761859048569106,0.0792563906391539,7.07478339658841e-22,0.13726697150003,1.11852721175672
"339","Magnuson Park","Magnuson Park","DOWO",0.325100270129415,0.0907598351296134,0.000340994784565554,0.0200642478390743,0.653418099738411
"340","Magnuson Park","Magnuson Park","EUST",-0.542235211128601,0.0694722890173684,5.94744178002929e-15,0.189168555611566,0.897206003962811
"341","Magnuson Park","Magnuson Park","EUWI",-0.587961172989705,0.306836338839631,0.0553390709247107,0.00573238881376134,0.137326482683371
"342","Magnuson Park","Magnuson Park","FOSP",-0.0580210150197437,0.0661338605082814,0.380309103722034,0.000655802310447121,0.643717436274701
"343","Magnuson Park","Magnuson Park","GADW",-0.157405696519755,0.078973055944099,0.0462442618235652,0.00474820291276991,1.39450477404676
"344","Magnuson Park","Magnuson Park","GBHE",-0.0404288346972254,0.172768490062247,0.814980449109513,0.000326632520364347,1.37623419404066
"345","Magnuson Park","Magnuson Park","GCKI",0.182600009802974,0.103935257638326,0.0789411615301438,0.00628762536254322,0.65780488233926
"346","Magnuson Park","Magnuson Park","GCSP",-0.391215693543496,0.104129857067556,0.000171963680452996,0.0418349071934622,0.73193392544629
"347","Magnuson Park","Magnuson Park","GRSC",-0.0624980203562438,0.143175232377684,0.662463707274853,8.31995474250483e-05,0.231212145995487
"348","Magnuson Park","Magnuson Park","GWGU",-0.000266690008218337,0.0690730807907044,0.996919388726188,1.70994315936014e-08,0.80200391035044
"349","Magnuson Park","Magnuson Park","GWTE",-0.204028298008228,0.281744301734301,0.468966761944138,0.00165513075838632,0.336600082533275
"350","Magnuson Park","Magnuson Park","HETH",0.713597504571354,0.305894382864272,0.0196574279673619,0.0762616544627952,0.771700230033923
"351","Magnuson Park","Magnuson Park","HOFI",-0.288115924739163,0.0440194336613166,5.94164711409371e-11,0.0225389596084517,0.669449402430912
"352","Magnuson Park","Magnuson Park","HOGR",-0.199190354914964,0.163424614550712,0.222900518012299,0.000607515613601278,0.348873781811744
"353","Magnuson Park","Magnuson Park","HOSP",-2.07081289661625,0.36914240548883,2.02567450570767e-08,0.389213989543921,0.342105024906508
"354","Magnuson Park","Magnuson Park","KILL",-0.546699065047525,0.189602260236284,0.00393408140570211,0.0630932046092034,1.1168755850489
"355","Magnuson Park","Magnuson Park","LESC",-0.511778491735301,0.17931589817464,0.00431642574768821,0.00403529881259512,0.260910504676361
"356","Magnuson Park","Magnuson Park","LISP",-0.633176238104286,0.202314843571893,0.00175010017158285,0.0516206072802003,1.05465672679889
"357","Magnuson Park","Magnuson Park","MALL",-0.0888580349755694,0.0553756295960412,0.108572716411025,0.00193770188541761,0.696928389790056
"358","Magnuson Park","Magnuson Park","MAWR",1.79114303873706,0.807981998278772,0.0266360385264258,0.0272219419935471,0.181210170693757
"359","Magnuson Park","Magnuson Park","NOFL",-0.306392654840803,0.0581445711275222,1.36797956333065e-07,0.0273380476007715,0.889674553385379
"360","Magnuson Park","Magnuson Park","NSHO",-0.544314029489623,0.284642259061005,0.0558410416783771,0.0107906300421955,0.206598012211251
"361","Magnuson Park","Magnuson Park","OCWA",-0.425228980000904,0.157994969154137,0.00711510440258551,0.0300612076829632,0.652068235517489
"362","Magnuson Park","Magnuson Park","OSPR",1.02939406671023,0.219737470471138,2.80432961152366e-06,0.183842037678341,0.798168047667817
"363","Magnuson Park","Magnuson Park","PAWR",0.106913687614561,0.0829680307439332,0.197532642316022,0.00206295052298963,0.670512097671731
"364","Magnuson Park","Magnuson Park","PBGR",-0.182033054468726,0.197289160056159,0.35617850368204,0.000939084403978823,0.383186426892174
"365","Magnuson Park","Magnuson Park","PISI",0.313121484192218,0.212221086543677,0.140091750654547,0.0291880917272832,2.05430004230337
"366","Magnuson Park","Magnuson Park","RBGU",0.0641275965775235,0.0987449989246648,0.516062886964847,0.000796778624401691,0.59644571418684
"367","Magnuson Park","Magnuson Park","RBNU",1.12123015067551,0.0510571431714328,6.90426594918741e-107,0.137021277984119,0.358189726078792
"368","Magnuson Park","Magnuson Park","RCKI",-0.0698876542756065,0.04721265365502,0.13880019206274,0.00111801688610787,0.742490488713028
"369","Magnuson Park","Magnuson Park","RNDU",-0.254702657180431,0.36915497387285,0.490218505083157,0.00147786216003339,0.965376042774279
"370","Magnuson Park","Magnuson Park","RNGR",-0.448394449385586,0.245980274401023,0.0683203810532538,0.00694499450198316,0.186121644898349
"371","Magnuson Park","Magnuson Park","ROPI",-0.71492728131305,0.172140621162449,3.27917461156885e-05,0.150775471403993,0.606865714735997
"372","Magnuson Park","Magnuson Park","RTHA",-0.732452543058071,0.184891209677471,7.44702312689962e-05,0.0949798326202641,0.98381787929418
"373","Magnuson Park","Magnuson Park","RUHU",-0.654142064296883,0.27200662537075,0.0161779770599518,0.0638564803951999,0.712983354620097
"374","Magnuson Park","Magnuson Park","RWBL",-0.605360608273319,0.0795278532246029,2.70028697200047e-14,0.104477636308385,0.753027044686559
"375","Magnuson Park","Magnuson Park","SAVS",-0.362135166456968,0.0661524015405227,4.39354089921467e-08,0.0285707542499203,0.50297187509351
"376","Magnuson Park","Magnuson Park","SBIG",0.444246817195986,0.123594928055371,0.000325168204836832,0.0675570908806676,1.36726123973922
"377","Magnuson Park","Magnuson Park","SOSP",0.0666214788006511,0.0315207505037481,0.0345515597779935,0.00154196413246966,0.813159766205228
"378","Magnuson Park","Magnuson Park","SPSA",-0.559972462456265,0.33025663375762,0.0899677896721562,0.0108974056558166,0.3299074960168
"379","Magnuson Park","Magnuson Park","SPTO",0.164254520749491,0.0264568148047181,5.35263579148471e-10,0.00540189958124523,0.732838808414895
"380","Magnuson Park","Magnuson Park","STJA",-0.330520064099682,0.145227822211674,0.0228536182410622,0.0195884510921249,0.587630556483482
"381","Magnuson Park","Magnuson Park","TRES",-0.0376343394131878,0.0806627761174193,0.640811919959797,0.00050019079225933,0.939398286429522
"382","Magnuson Park","Magnuson Park","VASW",-0.69684885678682,0.126316765432668,3.45468564533111e-08,0.119171867958658,0.788519951303239
"383","Magnuson Park","Magnuson Park","VATH",0.45457270174914,0.285801292923062,0.111717617999158,0.0343477058190607,1.22724486010436
"384","Magnuson Park","Magnuson Park","VGSW",-0.0578291407605093,0.0775488844885024,0.455841354018103,0.00244582122675848,1.05204372706145
"385","Magnuson Park","Magnuson Park","WAVI",0.170494546812241,0.190453752976678,0.370679210553868,0.00593118758920111,1.72272515927522
"386","Magnuson Park","Magnuson Park","WCSP",-0.253646350439451,0.131045021736956,0.0529208200342316,0.0124552449162311,0.648699676241006
"387","Magnuson Park","Magnuson Park","WEFL",1.28147444714496,0.291315061486934,1.08786105464836e-05,0.0409259351769323,0.141756347440013
"388","Magnuson Park","Magnuson Park","WEGR",-0.347553789231117,0.188764768149103,0.0655921792244787,0.00384642006432917,0.357186899047893
"389","Magnuson Park","Magnuson Park","WEWP",-0.015787555556616,0.248454443248667,0.949334071703101,4.022189504351e-05,1.53320453729773
"390","Magnuson Park","Magnuson Park","WIFL",-0.641173815743514,0.177716685173832,0.000308753774171045,0.0567773721051228,0.497865075133863
"391","Magnuson Park","Magnuson Park","WIWA",0.068606579074372,0.122563224152853,0.57563987386849,0.00103485995080593,0.953338391604772
"392","Magnuson Park","Magnuson Park","YEWA",-0.336570706870756,0.220919000708137,0.127632971221259,0.0227832806362965,1.51581235754977
"393","Magnuson Park","Magnuson Park","YRWA",0.191913100221879,0.0766580603551274,0.0122973284610523,0.0111608838381953,0.77319674220717
"394","Seward Park","Seward Park","AGOL",-0.4551855575393,0.256396046897706,0.0758447253533479,NA,5.08675056597986
"395","Seward Park","Seward Park","AMCO",-0.603542379163966,0.219443804491459,0.00595356881355778,NA,0.67280107541061
"396","Seward Park","Seward Park","AMCR",-0.11474295560328,0.0278616950260891,3.81669474898435e-05,0.0384819856438597,0.993264248293026
"397","Seward Park","Seward Park","AMRO",-0.0653692141864734,0.0435911172727029,0.133718197989892,0.00761622925430771,1.92374133333543
"398","Seward Park","Seward Park","AMWI",-0.128320939765285,0.308827001729661,0.677768045694436,0.00461805668012081,1.04040927932649
"399","Seward Park","Seward Park","ANHU",0.30476139891447,0.0460654348657109,3.69455803202352e-11,0.0439505168591285,0.950276435870982
"400","Seward Park","Seward Park","BAEA",0.0569608595912695,0.0568716776920413,0.316552222190781,0.00141322446319919,0.961497861290356
"401","Seward Park","Seward Park","BAOW",0.142944781344423,0.273206580259848,0.600827189839809,0.0039634965254211,2.01021906659814
"402","Seward Park","Seward Park","BARS",-1.17779273855616,0.272331464834571,1.52635678956193e-05,NA,5.09430959711474
"403","Seward Park","Seward Park","BCCH",0.137564581312755,0.0499815227009466,0.00591767034322723,0.0195543823928334,1.14970604534274
"404","Seward Park","Seward Park","BEKI",-0.604925321580284,0.286442662692434,0.0346989024619721,0.0582904538917658,3.62299618364376
"405","Seward Park","Seward Park","BEWR",-0.0530724299586322,0.0438250775891671,0.225893122244503,0.00204135901583921,0.936472439010786
"406","Seward Park","Seward Park","BHCO",-1.13209486477467,0.48616369940965,0.0198787310416851,0.279799966542171,4.82609710316403
"407","Seward Park","Seward Park","BHGR",0.547319589157636,0.427741999353467,0.200701540584515,0.0903962042147451,9.63589704380494
"408","Seward Park","Seward Park","BRCR",0.190007506977207,0.0577708999906814,0.00100550102802863,0.0229232062114299,0.98928241390857
"409","Seward Park","Seward Park","BTPI",-0.348889031216908,0.150933291589525,0.0208027940688903,0.0347746934608639,1.0128598282627
"410","Seward Park","Seward Park","BTYW",0.761013518578426,0.19828178762973,0.000124020063013925,0.110793694278798,0.722187079834119
"411","Seward Park","Seward Park","BUFF",-0.3715694624309,0.0994132031472181,0.000185765335152963,0.0250447379013794,1.06966327191123
"412","Seward Park","Seward Park","BUSH",-0.597585926894816,0.147191781111692,4.90908593519222e-05,0.146831768104767,1.72407018885978
"413","Seward Park","Seward Park","CANG",-0.023899748774661,0.133873624057992,0.858310923784773,0.000206318032616274,0.752549886616036
"414","Seward Park","Seward Park","CATE",0.636189205010655,0.330281860204849,0.0540792977973622,0.0588449611533313,0.621139356502142
"415","Seward Park","Seward Park","CBCH",0.0687616985600673,0.043710031733231,0.115687997582384,0.0119658272711874,1.10537261082815
"416","Seward Park","Seward Park","CEDW",0.0307259029293408,0.244977580038155,0.900188422300198,0.00032563370129614,3.27814374403072
