"station.code","AGOL","AMCR","AMRO","ANHU","BARS","BCCH","BEKI","BEWR","BHCO","BRCR","BTPI","BUSH","CATE","CBCH","CEDW","CLSW","COHA","CORA","DCCO","DEJU","DOWO","EUST","FOSP","GADW","GBHE","GCKI","GWGU","HETH","HOFI","HUVI","MALL","NOFL","OCWA","OSFL","PAWR","PISI","PUMA","RBNU","RCKI","RECR","RTHA","RWBL","SOSP","SPTO","STJA","SWTH","TOWA","VASW","VATH","VGSW","WEFL","WETA","WIWA","YEWA","YRWA","BAEA","BTYW","MERL","OSPR","PUFI","WAVI","BANS","BBWO","BHGR","BUFF","CANG","COME","GRHE","HAFL","HOME","RBSA","ROPI","BAOW","EVGR","NAWA","PEFA","PIWO","RUHU","SSHA","WEWP","GCSP","WCSP","WODU","CAGU","RNSA","SAVS","BLJA","ABOW","STSA","RBME","COYE","HAWO","TRES","CASJ","AMDI","HOSP","CAVI","SBIG","BLSW","BRBL","CAQU","EUCD","TRUS","WIFL","MGWA","AMWI","BAGO","BRAN","COGO","GOEA","HOGR","KILL","PIGU","RBGU","SUSC","WEGR","WEGU","AMCO","LISP","BLSC","COLO","GRSC","HEEG","HERG","LESA","NRWS","NSHO","RTLO","SAND","VESC","WESA","BBPL","BLTU","COMU","COTE","DUNL","HADU","RHAU","SNBU","WHIM","AMPI","BOGU","BRAC","ICGU","LESC","MAMU","NOPI","PAJA","PECO","PESA","RNDU","RNGR","SAPH","SEPL","SPSA","SURF","GRYE","BASA","CITE","EUWI","MAWR","LBDO","SNGO","LTDU","PALO","CHSP","MODO","NHWR","GHOW","BUOR","GWTE","NSWO","ABDU","LAZB","TOSO","RNEP","GWFG","EAGR","PBGR","TUVU","CACG","NOHA","WEME","LASP","HEWA","SNOW","NSHR","NOMO","WTSP","SEOW","AMKE","WEBL","MOCH","CANV","RUDU","WEKI","VESP","RBGR","SOSA","WISN","SORA","VIRA","REDH","FRGU","HOLA","BLPH","EAKI","BWTE","shannon"
"CGS4",1.66666666666667,4.33333333333333,3.28571428571429,1.46428571428571,0,3.05555555555556,0,1.30769230769231,0,1.25,0,2,1,2.2,1,0,0,0,0,1.45454545454545,1,1.5,1,0,0,3.125,2.75,0,2.28571428571429,0,0,1.7,1,0,1,4,0,1,1.44444444444444,0,1,0,1.53846153846154,1.76470588235294,2.16666666666667,1,2,0,2,0,1,1,2,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60459636259187
"CGS5",0,4.375,2.26666666666667,1,0,3.07142857142857,0,1.1,0,1,0,4,0,1,0,0,0,0,0,1.66666666666667,1,1,0,0,0,1.8,1,1,1.16666666666667,0,0,1.2,0,0,1,1,0,1.33333333333333,3,0,0,0,1.66666666666667,1.72727272727273,2.2,0,0,0,1,0,1,1,1.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26679827370183
"CGS6",1,4.66666666666667,1.875,1.375,0,3.47058823529412,0,1.3,0,1.23529411764706,0,0,0,2.25,0,0,1.25,0,0,1.875,1.4,0,0,0,0,2.5,3.5,0,2,0,0,1.09090909090909,1,0,1,6,0,1.25,2.25,0,1,0,1.35294117647059,1.2,1.375,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27334509121018
"CGS7",0,3.78947368421053,1.41666666666667,1.375,0,2.54545454545455,0,1.36363636363636,0,1.0625,0,1,0,1.33333333333333,1,0,1,0,0,1,1.18181818181818,1,0,0,0,2.28571428571429,13,0,3,1,0,1.3,1,0,1.25,1,0,1.5,2.33333333333333,0,0,0,1.27777777777778,1.25,1.5,0,0,0,0,0,0,1.5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13020785471514
"CP1",1.5,2.32575757575758,3.28965517241379,1.2,1,2.93661971830986,0,1.1219512195122,2,1.54054054054054,2,2,0,2,0,0,1,1,0,3,1.05882352941176,0,0,0,0,3.09090909090909,1.4,1,1.57142857142857,1,1.5,1.38983050847458,1,0,1.18965517241379,12.1578947368421,0,1.1,2.60869565217391,0,1,0,2.725,1.36111111111111,1.26315789473684,1.59259259259259,1,0,1.14285714285714,7.5,1.38888888888889,1,1.57142857142857,0,1,1,1.44444444444444,1,0,1,1.14285714285714,0,0,1.25,0,2,0,0,0,0,0,2.28571428571429,0,0,0,1,1.11111111111111,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1.16666666666667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77135441406477
"CP2",3.30434782608696,3.50322580645161,3.88622754491018,1.43396226415094,1.66666666666667,3.44385026737968,1,1.2093023255814,1,1.33333333333333,5.83333333333333,9.66666666666667,1,2.73684210526316,2.33333333333333,0,1.5,1.5,1,3.27272727272727,1.125,11.5,0,0,1,3,1.76744186046512,1,1.91666666666667,1.5,1.6,1.3968253968254,1.33333333333333,1.5,1.30952380952381,25.8,0,1.15384615384615,1.92857142857143,4.5,1,0,2.34391534391534,1.28,1.77777777777778,1.5,1.2,3,1,4.5,1.2,1,1.5,2.33333333333333,1.16666666666667,1,1.21428571428571,1,1,1,1.25,0,0,1.25,0,0,0,0,0,0,1,2,0,6,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75356050421206
"CP3",1.5,3.14285714285714,4.37121212121212,1.17647058823529,1.66666666666667,3.57042253521127,0,1.04545454545455,0,1.6,2.375,9.26315789473684,0,2.6875,0,0,1.5,0,0,1.72727272727273,1.15,18,0,0,1.25,3.90909090909091,1.33333333333333,0,1.33333333333333,1,1.66666666666667,1.42857142857143,1.42857142857143,1,1.15789473684211,56.0625,0,1,4.03571428571429,0,1,0,2.66824644549763,1.07407407407407,1.17647058823529,1.28571428571429,3.5,0,1,2.8,1.58823529411765,1,1.72972972972973,3,2.25,1,1.33333333333333,1.5,1,0,1.83333333333333,0,0,1.25,0,0,0,0,1,0,0,3,1,6.5,0,1,1.33333333333333,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1.66666666666667,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24499690998814
"CP4",2,3.59281437125748,3.29323308270677,1.23684210526316,0,3.59027777777778,0,1.42857142857143,1,1.27777777777778,3,8.5,2,2.59259259259259,5,0,1.5,0,1,1,1.125,1,0,0,1,5.18604651162791,1.42105263157895,0,1.4,1.5,2.5,1.58823529411765,1,0,1.19148936170213,21.3846153846154,0,1.14285714285714,1.92307692307692,0,1,0,2.62557077625571,1.5,1.3,1.30769230769231,3,0,1.25,1.66666666666667,1.2,0,1.52777777777778,0,1.8,1,1.5,0,1,0,1.25,0,0,1.33333333333333,0,0,0,0,0,0,0,2.3,1,0,0,0,1.41666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16666666666667,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54829882063701
"CP5",3.94736842105263,3.24056603773585,3.05797101449275,1.3010752688172,1.66666666666667,4.295,0,1.20338983050847,1,1.45,1.66666666666667,7.94444444444444,1,2.05555555555556,3,0,1.16666666666667,0,0,2.6,1.25,6.85714285714286,1.375,0,1,3.54545454545455,1.57575757575758,0,2.61290322580645,1,0,1.23376623376623,1,0,1.30769230769231,13.1,0,1.15,2.96551724137931,0,1,0,2.38834951456311,1.33333333333333,1.375,1.22222222222222,2,0,1.25,2.16666666666667,1.35294117647059,1,1.63636363636364,1,4,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,2.38461538461538,1,0,0,0,1.66666666666667,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82670687608361
"CP6",3.13333333333333,3.18012422360248,3.02797202797203,1.22222222222222,3,3.71084337349398,0,1.25454545454545,0,1.31578947368421,1.33333333333333,4.90909090909091,0,2.28571428571429,0,0,1.25,0,0,1.71428571428571,1.08333333333333,2,1,0,1,4.55555555555556,1.75,1.25,3.13333333333333,1,0,1.34848484848485,1.3,0,1.19607843137255,25.9,0,1.08695652173913,2.30769230769231,0,0,0,2.13872832369942,1.55737704918033,1.42857142857143,1.33333333333333,1.5,0,1.8,2,1.25,1,1.33333333333333,2,11,0,1.33333333333333,1,0,1,1,0,0,1,0,2,0,0,0,0,1.5,3.71428571428571,0,0,0,0,1.28571428571429,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54641166890029
"CP7",4.0379746835443,3.06842105263158,5.07594936708861,1.54187192118227,1.2,3.71111111111111,0,1.18965517241379,1.66666666666667,1,3.08333333333333,10.7941176470588,1.5,2.16666666666667,4.6,0,1.16666666666667,0,1.5,2.26666666666667,1.11764705882353,7.57142857142857,1.33333333333333,0,1.25,2.7,1.49019607843137,1,14.0441176470588,1,0,1.36470588235294,1.44827586206897,1,1.28571428571429,15.4782608695652,0,1.29166666666667,1.06666666666667,6.5,1,0,2.54726368159204,1.61643835616438,1.21739130434783,1.25,1.5,0,1.5,3.91666666666667,1,2,1.28571428571429,1.33333333333333,2.16666666666667,1.5,1,0,0,4,1.125,0,0,1.6,0,0,0,0,0,0,0,2.83333333333333,0,4,0,0,1,1,1,1,1.58333333333333,2.33333333333333,0,0,0,0,0,0,0,0,0,2.5,3.25,0,0,5.7,0,0,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86744100167381
"CP8",4,1.91666666666667,2.22222222222222,1,0,2.81818181818182,0,1.2,0,0,0,0,0,2,4.25,0,0,0,0,0,0,2.75,0,0,0,2,1.25,3,4.77777777777778,0,0,1.16666666666667,1,1,1,0,0,2,0,0,0,0,1.58333333333333,1.4,2,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23359296518207
"CP9",2,2.6,1.5,1.33333333333333,3,1.5,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2,0,1,0,1.25,0,23.1111111111111,0,0,1,1,0,0,0,0,0,0,0,0,0,2.2,1.5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41444376031472
"CV1",2.03333333333333,2.19875776397516,3.94736842105263,1.37704918032787,1,2.59420289855072,0,1.41025641025641,1.13333333333333,1.11764705882353,2.7,6.09090909090909,0,2.4,9,0,1.33333333333333,1,1,2.33333333333333,1.05263157894737,13.4444444444444,0,0,1,2.53846153846154,1.77049180327869,1.4,2.97619047619048,1.11111111111111,1,1.35211267605634,1.25,1,1.14285714285714,9.97297297297297,0,1.38235294117647,1.38461538461538,0,1,0,1.86624203821656,1.54782608695652,1.24390243902439,1,2,0,1.46153846153846,2,1,1,1.09090909090909,0,2.8,0,1.28571428571429,1,0,1.42857142857143,1.33333333333333,0,0,1.25,0,6.25,0,0,0,0,1.2,2.76923076923077,0,1,0,0,1.25,1.28571428571429,1,1,1,0,0,0,0,0,0,0,0,0,0,1.125,0,0,0,2.67441860465116,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81151276903962
"CV10",0,5.22222222222222,2.42857142857143,0,0,2.2,0,1,0,2,7,2,0,10,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,10.5,0,0,2.5,0,0,0,1.375,1,1,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64824918695099
"CV11",0,5.83333333333333,3,0,15,2.8,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1.83333333333333,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21310995928241
"CV2",1.42857142857143,2.27350427350427,2.59663865546218,1.06666666666667,1,3.70754716981132,1,1.08823529411765,1.25,1.24137931034483,2.14285714285714,2.375,0,2.4375,2,0,0,1,0,1.6,1.42857142857143,2,0,0,1,4.2027027027027,1.55555555555556,1,1.28571428571429,1.25,1,1.10714285714286,1,0,1.35897435897436,23.95,0,1,1.33333333333333,2.5,1,0,1.88125,1.35294117647059,1.53333333333333,1,1,0,2,3,1.16666666666667,1,1.25,1,2.5,1,1,0,1,1.5,1.11111111111111,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57835599972038
"CV3",1.4,2.37984496124031,2.04098360655738,1.11764705882353,0,2.46534653465347,0,1.13725490196078,1,1.14285714285714,0,2.4,0,2.25806451612903,0,0,1.5,0,0,1.9,1.15384615384615,2.5,2,0,1,3.47457627118644,1.55555555555556,2,1,1.09090909090909,0,1.14,1,1,1.41121495327103,12.5,0,1.07692307692308,1.71428571428571,2,1.33333333333333,0,2.12790697674419,1.35135135135135,1.38461538461538,1.14285714285714,1,0,1.125,0,1.22857142857143,1,1.28947368421053,0,1,1.4,1.8,1,0,1,1,0,0,1,0,0,0,0,1,0,1,2,1.22222222222222,2,0,0,1.08333333333333,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.08333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78674714830967
"CV4",1.61111111111111,4.12935323383085,2.37209302325581,1.1,1,2.51162790697674,1,1.34666666666667,1.5,1.17073170731707,3.5,9.88888888888889,0,2.44736842105263,0,0,1,1.25,0,2.28571428571429,1.41176470588235,1.33333333333333,0,0,1,3.77966101694915,1.4390243902439,2,1.63636363636364,1,2.5,1.25925925925926,1,1,1.22535211267606,15.9130434782609,0,1.07894736842105,1.84615384615385,16,1,0,1.624,1.5,1.41935483870968,1.1,1.5,0,2.125,2,1.26666666666667,0,1.28571428571429,0,6,1,1,1,0,1,1.25,0,0,1,0,0,0,0,0,0,0,1.66666666666667,0,0,0,0,1.36363636363636,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57130576153707
"CV5",1.76923076923077,2.77714285714286,1.63218390804598,1.25641025641026,0,2.87378640776699,0,1.27142857142857,1,1.36734693877551,5,6.33333333333333,0,2.8135593220339,0,0,1,2,1,1.8,1,5,0,0,1,3.2967032967033,1.85,0,2.33333333333333,1.2,0,1.28571428571429,1.33333333333333,1,1.52212389380531,6.20833333333333,6,1.37096774193548,2.38461538461538,0,1,0,1.70422535211268,1.70192307692308,1.24,1.16666666666667,2,0,1.125,0,1.26666666666667,0,1.13333333333333,0,10,1.11111111111111,1.2,0,3,0,1,0,0,1,0,30,0,0,0,0,1,2,1,0,0,0,1.6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44762661800954
"CV6",2,8.26377952755906,4.375,1.13559322033898,3.2,2.32558139534884,1,1.14814814814815,2.16666666666667,1,4,13.1666666666667,2,2.5,0,0,0,0,1,2.46153846153846,1,11.25,0,0,1.16666666666667,2.5,3.0253164556962,0,2.07692307692308,0,3,1,1,0,1.08333333333333,27.9285714285714,0,1,4,0,1,0,1.55045871559633,1.28571428571429,1.5,0,1.5,0,1,2,1,0,1,0,8,1.14285714285714,0,1,1.23076923076923,0,0,0,0,0,1,6.33333333333333,1,0,0,0,1,2.88888888888889,0,0,0,0,1,0,0,0,1.66666666666667,1.64705882352941,0,1,0,1,0,0,0,2.71428571428571,0,0,0,0,0,4.11764705882353,0,6.5,0,0,0,0,0,0,0,10.3333333333333,4.8,7,2.27272727272727,3,1.75,2.42857142857143,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72304869045432
"CV7",1.75,11.7977528089888,2.2027027027027,1.0952380952381,3.66666666666667,2.87378640776699,1.16666666666667,1.1219512195122,1.5,1.28571428571429,3.38461538461538,7.4,1,1.88235294117647,0,0,0,1,1,2.54545454545455,1,16.6666666666667,1,2,1.15384615384615,3.15789473684211,1.72727272727273,1,9,0,8.65151515151515,1.13333333333333,1.125,0,1.3265306122449,20.7857142857143,0,1.2,1.75862068965517,0,1,1,2.40654205607477,1.46938775510204,1,1.5,1,0,1.125,2,1,0,1.1,0,6,1,1,1,1,1,1,0,0,0,0,10,0,0,0,0,1,2.70588235294118,0,2,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,3,0,0,0,1.5,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72351451284186
"CV8",3,12.1194690265487,1.82089552238806,1.25,3,2.60606060606061,1,1.1025641025641,1,1.6,7.93076923076923,8.71428571428571,1,3.71428571428571,1.5,0,1,0,0,1.33333333333333,1.14285714285714,0,0,0,1.33333333333333,4.1875,2,0,2.75,0,4.33333333333333,1.31034482758621,1,0,1.2,20.25,0,0,1.63157894736842,0,0,0,1.6198347107438,1.13793103448276,1.16666666666667,1.06666666666667,1,0,1,0,1,0,1.04545454545455,0,0,1.27272727272727,1,0,1.2,0,1,0,0,0,0,0,0,1,0,0,1,3.11764705882353,0,0,0,1,1,0,1,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29009247638876
