"","spp","disp","r2","beta_yr","se_yr","p_yr","park"
"64","TOWA","-0.857522616604278","0.170929096188964","0.697924616357042","0.223343639067235","0.00177870716054588","Carkeek Park"
"65","VATH","-0.84832588794708","0.0119360901764006","0.118585926819695","0.124420624234611","0.340536841448251","Carkeek Park"
"66","VGSW","0.136188758628563","0.185192922210418","-0.716930231326987","0.209063766139075","0.000605269755892566","Carkeek Park"
"67","WAVI","-1.12658283730272","0.331535373839551","0.712507913224139","0.129754987975973","3.99258608583523e-08","Carkeek Park"
"68","WCSP","-0.0901448244055543","0.019790231674603","0.237358560326007","0.224785152796554","0.290997810697677","Carkeek Park"
"69","WEFL","-0.444592252696915","0.489962663106882","0.736296520808306","0.0797879364290993","2.75298731985308e-20","Carkeek Park"
"70","WETA","-0.991750063782377","0.0155382782891531","0.221771789947","0.278189491878739","0.425336708260165","Carkeek Park"
"71","WEWP","-0.267078691042119","0.00215233574431983","-0.0829993083961622","0.253458036016205","0.743314204002799","Carkeek Park"
"72","WIWA","-0.819884404249328","0.234148427834013","0.342217871386072","0.061875709080524","3.18899950528697e-08","Carkeek Park"
"73","YRWA","-0.79768678376795","0.0950647187957754","0.421379014314773","0.160917706323917","0.00882915563171242","Carkeek Park"
"74","AGOL","2.42269789414404","0.345040359587052","-0.267954821001886","0.0267692214328004","1.38017317372545e-23","Discovery Park"
"75","AMCO","-1.0083167393967","0.226400015161961","-1.01640614217317","0.352910333847489","0.00397588040030344","Discovery Park"
"76","AMCR","0.596392539748482","0.466122987128617","-0.242379310916492","0.0200921225432084","1.64834796675325e-33","Discovery Park"
"77","AMRO","4.18897174025554","0.120243130011913","-0.110753246470893","0.0195713752688293","1.52310420797172e-08","Discovery Park"
"78","AMWI","-0.732841022667986","0.0679775425038287","-0.231511156558346","0.091067584465294","0.0110160085524154","Discovery Park"
"79","ANHU","2.75122191829181","0.399128583446629","0.257307118180775","0.022267229778146","6.93104936169586e-31","Discovery Park"
"80","BAEA","-0.602778840324313","0.00567088408454874","0.0566481779591527","0.0754347882160196","0.452679366694568","Discovery Park"
"81","BAGO","-1.01768339153505","0.200727210811664","-0.66235980354492","0.183375164666004","0.000303788912036214","Discovery Park"
"82","BAOW","-1.16458930539013","0.0895600424651033","0.395341403678921","0.167082753170057","0.0179745825011606","Discovery Park"
"83","BARS","0.391712162871295","0.542770915349411","-0.934261399814699","0.0877226448870438","1.74040125093186e-26","Discovery Park"
"84","BCCH","-0.43760284678691","0.0456481166448078","0.0554069500489777","0.0207566982674187","0.00759975832134377","Discovery Park"
"85","BEKI","-0.785674847231552","0.000346336492330845","-0.0154800703108222","0.0873959320011896","0.859409613360485","Discovery Park"
"86","BEWR","1.93972696950061","0.0951352929942907","0.109499224648517","0.0248352383949266","1.03836311920061e-05","Discovery Park"
"87","BHCO","-0.182191630607587","0.275992473216703","-0.419375213195768","0.0655381986202246","1.56455982132583e-10","Discovery Park"
"88","BHGR","-0.709066083618374","0.000726721575620926","0.022371089328573","0.0870079337663549","0.79708960413022","Discovery Park"
"89","BRAC","-0.821765613627352","0.0356442860962742","0.409488583468838","0.399820812564246","0.305750141078362","Discovery Park"
"90","BRAN","-1.53069627821465","0.05283042824206","-0.417726625823017","0.312378977347799","0.18114330396136","Discovery Park"
"91","BRCR","0.889702573130015","0.399048859097694","0.393370948189946","0.0401810316513246","1.24337247234444e-22","Discovery Park"
"92","BTPI","0.526326374531587","0.0385536871408577","-0.143016322468926","0.063394306891523","0.0240718501018279","Discovery Park"
"93","BTYW","-0.516940980965797","0.229603778017703","0.430758911179703","0.0818220460368062","1.40508298160495e-07","Discovery Park"
"94","BUFF","-0.564704158684949","0.0534268983346272","-0.190417989660776","0.0821685448299252","0.0204815523872569","Discovery Park"
"95","BUSH","-0.206631181873306","0.199199074431762","-0.303545663489214","0.0573369150215308","1.19623359566667e-07","Discovery Park"
"96","CAGU","-1.15494067120315","0.0251021232911481","0.153547486411952","0.109771560377044","0.161875623055936","Discovery Park"
"97","CANG","-1.04728194349765","0.0164209609906959","-0.178334154887394","0.186472424808765","0.3388920473205","Discovery Park"
"98","CAQU","-1.15132445041448","0.773693483590662","-4.06887135684912","0.850015426807247","1.69444167749335e-06","Discovery Park"
"99","CATE","2.71328046385373","0.325149476971464","0.62782948224031","0.0762068566574913","1.74396570543369e-16","Discovery Park"
"100","CAVI","-1.05811246063053","0.214081646240338","-1.10827467361348","0.457107637817789","0.0153278942677082","Discovery Park"
"101","CBCH","1.14162814964238","0.320797093123603","0.282430977364957","0.0327031114915258","5.81080469939314e-18","Discovery Park"
"102","CEDW","-0.560997561556892","0.0459586379639431","-0.114289214948784","0.0483956186811121","0.0181981683094531","Discovery Park"
"103","CLSW","-1.48689664190873","0.310233675107761","-1.30454078137086","0.471686672433539","0.00568018881721697","Discovery Park"
"104","COGO","-1.09226067855201","0.0556214449970501","0.196646262959326","0.0881105471901293","0.0256273260418733","Discovery Park"
"105","COHA","-0.77517439522085","0.000433754739780579","-0.0170781300760857","0.0858896862041596","0.842389500252313","Discovery Park"
"106","COLO","-0.767031650236887","0.0244994780190211","-0.285199755515372","0.272070386630525","0.294520099725082","Discovery Park"
"107","COME","-1.58443753058052","0.630288474567789","2.01240007279975","0.408422833364761","8.33964159522246e-07","Discovery Park"
"108","CORA","-0.507809133626844","0.780967616645627","1.8034373870421","0.150987973906813","6.95791199632182e-33","Discovery Park"
"109","COYE","-1.10544966731747","0.0171848032786724","-0.244562958013385","0.302156306191858","0.418289586213118","Discovery Park"
"110","DCCO","-0.836038672514546","0.0657504202939041","0.186059519556886","0.0709509146830003","0.00873206845184982","Discovery Park"
"111","DEJU","-0.417603774786806","0.783841294164508","0.589169888279175","0.0271466447933423","1.9124383575085e-104","Discovery Park"
"112","DOWO","0.0177178463266716","1.04255238445594e-05","0.00192215284764784","0.0544028173953951","0.97181511682122","Discovery Park"
"113","EUST","0.87302092773165","0.691657643014333","-0.907305327923412","0.0573853818501271","2.62368642276175e-56","Discovery Park"
"114","EUWI","-1.34979441924451","0.0358133021459967","-0.424637759379204","0.484573777363649","0.380860506692027","Discovery Park"
"115","EVGR","1.7819121336441","0.0516363175305761","-0.404798639804816","0.200492775256846","0.04348528766746","Discovery Park"
"116","FOSP","-0.591113917365835","0.00159157938099441","-0.0247908162492965","0.0596648006156736","0.677774791592268","Discovery Park"
"117","GADW","-0.492115932275845","0.540560441517195","-1.3381828488469","0.18945165084612","1.62415045360307e-12","Discovery Park"
"118","GBHE","-1.42357870489075","0.00445879183810527","0.0418669842529027","0.0660815918272311","0.526364743164987","Discovery Park"
"119","GCKI","3.24075117214543","0.00826696532009441","0.0367198068912541","0.0276583852282849","0.184303895150598","Discovery Park"
"120","GCSP","-1.28403686449888","0.0970841936369851","-0.2262960965663","0.0740664158461707","0.00224825620310239","Discovery Park"
"121","GRSC","-1.15268424019064","0.265104939425294","-0.828404900629897","0.204711434433907","5.19456774505455e-05","Discovery Park"
"122","GWGU","1.54064638252353","0.20169131137944","-0.231058008586014","0.0360429559786372","1.44920739938803e-10","Discovery Park"
"123","HAFL","-1.30574370090394","0.00664313458805244","-0.177911201947487","0.463755589131413","0.70125167004739","Discovery Park"
"124","HAWO","-1.5867836069333","0.0149898268360203","0.14554421954793","0.158490373781036","0.35845354076664","Discovery Park"
"125","HEEG","-1.07080791819804","0.0167836676504531","-0.206565441434525","0.227266838408633","0.363396846571714","Discovery Park"
"126","HERG","-1.41917655669944","0.00297961111703671","-0.112460331379261","0.420548893197516","0.789151026111501","Discovery Park"
"127","HETH","-1.17145839577004","0.0113436976716594","0.130137097070353","0.151362686441315","0.389915838894333","Discovery Park"
"128","HOFI","4.45746110137868","5.45112634727785e-05","0.00384738858847206","0.0353474561834819","0.913325549459938","Discovery Park"
"129","HOGR","-1.15409117905061","0.00871229239512616","0.0623285669250558","0.0688942675779143","0.365624933015678","Discovery Park"
"130","HOME","-0.850650430177067","0.057230419693771","-0.43591313695636","0.271730582432704","0.108667593377049","Discovery Park"
"131","HOSP","-0.802629736650674","0.672477796871159","-1.61341629157124","0.176433389148374","5.98398934680897e-20","Discovery Park"
"132","HUVI","-0.0362791668720932","0.187292384199051","0.362480093239875","0.073431379432368","7.96142987327918e-07","Discovery Park"
"133","KILL","-0.638675848757167","0.117964132716552","-0.580571623079886","0.217524740939137","0.00760794396382856","Discovery Park"
"134","LESC","-1.39903546046463","0.128171806974906","0.688310734781683","0.341342958743826","0.0437499650241012","Discovery Park"
"135","LISP","-1.27830102018651","0.187032880546263","-0.619901068774896","0.183235175118971","0.000716751677720283","Discovery Park"
"136","MALL","-1.14591587645325","0.0498594982047402","-0.12153382435889","0.0524173020797502","0.0204177003691518","Discovery Park"
"137","MAMU","-1.22871043979811","0.0420655884990985","0.443968838059086","0.434681296905989","0.307080914422046","Discovery Park"
"138","MERL","-0.514051730382376","0.0136823562276333","0.165786641427808","0.17375709804929","0.340018478718516","Discovery Park"
"139","MGWA","-1.30842627710383","0.135337537835531","-0.922839484563026","0.568762572821071","0.104687978897845","Discovery Park"
"140","MODO","-0.694002333332023","0.0961356114179224","-0.567072900748105","0.265270127956718","0.0325395846289401","Discovery Park"
"141","NOFL","1.02625869390838","0.160938512899372","-0.158609985838946","0.0282944026132029","2.07412708680065e-08","Discovery Park"
"142","NRWS","0.0974664964193819","0.108489898262008","-0.598439426731045","0.214753273197281","0.00532580931221743","Discovery Park"
"143","NSHO","-0.717432561783829","0.164190217239042","-0.583923422379368","0.178981946880455","0.00110445448148089","Discovery Park"
"144","NSHR","-1.56885162915803","0.207077251419823","-1.18717462976417","0.634033785935078","0.0611491550525967","Discovery Park"
"145","OCWA","-0.77206682781562","0.00648779886229267","0.0381130265564055","0.0439599895805973","0.385945554573359","Discovery Park"
"146","OLGU","0.626650296303377","0.797736764338646","2.40298551127382","0.197988556624518","6.72532609940661e-34","Discovery Park"
"147","OSFL","-0.749911984742895","0.00840098728971872","-0.112922442711608","0.144544151163549","0.43466635546297","Discovery Park"
"148","OSPR","-0.929161958933811","0.0880321039539915","0.333138968416081","0.125217585484819","0.00780292010467275","Discovery Park"
"149","PAWR","0.513726554835721","0.00403221922992569","0.0219493581409646","0.0276315939364095","0.426987459449926","Discovery Park"
"150","PEFA","-0.917002907580885","0.0186313607876832","-0.261397856508333","0.302949281508167","0.38822344938793","Discovery Park"
"151","PIGU","-1.05430422766211","0.0437958478777555","-0.334735482108155","0.226764558672755","0.139907204569917","Discovery Park"
"152","PISI","10.555986918574","0.000178733595289415","0.00907713253937694","0.0362241327140963","0.802136938640615","Discovery Park"
"153","PIWO","-0.3994066883787","0.184363404299068","0.37018155106264","0.0798093600190687","3.51248390613975e-06","Discovery Park"
"154","PUFI","-0.574637919144831","0.6549280314596","1.09935012873854","0.0952325819092496","7.92998809218869e-31","Discovery Park"
"155","PUMA","-1.02758534536497","0.220891621826923","1.02572546260848","0.424535890540824","0.0156873161006969","Discovery Park"
"156","RBGU","-1.0535161930441","6.35656779779392e-06","-0.00481239421783394","0.341311864283955","0.988750441375413","Discovery Park"
"157","RBME","-0.844400763086666","0.000994512440545936","-0.0324028691614663","0.110277872937345","0.768888351948433","Discovery Park"
"158","RBNU","1.47908115696103","0.142692442878549","0.167448753776706","0.0314658916125696","1.02860970088784e-07","Discovery Park"
"159","RBSA","-0.68567958678466","0.0856937006278732","0.482621088306083","0.210679326324543","0.0219758384981968","Discovery Park"
"160","RCKI","0.14269371554712","0.0412576841883385","-0.0845018823408673","0.0342659320465345","0.0136608026646488","Discovery Park"
"161","RECR","4.24704244003876","0.000344470612694381","0.0292602989240264","0.151123130529366","0.846474274202965","Discovery Park"
"162","RHAU","-0.923305575164042","0.00360457014802029","0.0703752794107472","0.139531262019229","0.614001915221715","Discovery Park"
"163","RNGR","-1.38323115639241","0.0399676884822988","-0.212192387097441","0.128546997350791","0.0988000726014371","Discovery Park"
"164","ROPI","0.64368577189467","0.162026594294461","-0.448659531176689","0.10252520230378","1.20827040240327e-05","Discovery Park"
"165","RTHA","-0.721182424993106","0.0270832802299097","-0.162997130450785","0.105541310662404","0.122493455198333","Discovery Park"
"166","RTLO","-1.26455354727582","0.00698077734777536","-0.134334130402934","0.243417740845706","0.581039726870162","Discovery Park"
"167","RUHU","-0.622818987725108","0.0506986616485086","-0.174465532931646","0.0764192003741887","0.0224299841325609","Discovery Park"
"168","RWBL","-0.904162505300189","0.553577809408483","-0.943239037615834","0.102817579167628","4.56173323578188e-20","Discovery Park"
"169","SAND","-1.41498933452149","0.424793360900628","-1.56931229246014","0.418841348683506","0.000179108986526849","Discovery Park"
"170","SAVS","-0.55076477031402","0.119922711359192","-0.195555270304362","0.0502493450593077","9.95451481636673e-05","Discovery Park"
"171","SBIG","-1.09209602222041","0.00911892105363998","0.049302578824612","0.0498734487096865","0.322881582300068","Discovery Park"
"172","SOSP","4.64670627659025","0.0813361305466161","-0.0906710071999642","0.0195650401968418","3.58081702383693e-06","Discovery Park"
"173","SPTO","1.11060270953668","0.0325983089087086","-0.0526102928897572","0.0216284169224016","0.0149965830156794","Discovery Park"
"174","SSHA","-1.00123546691161","0.134561714300019","-0.657412198615736","0.265437099184893","0.0132597521103133","Discovery Park"
"175","STJA","-0.295027209885699","0.115882662108267","-0.186190215914639","0.0468078919821349","6.9569688684378e-05","Discovery Park"
"176","SUSC","-1.06603144346637","9.47271041473741e-06","0.00286096638630978","0.103832887744558","0.978018216085828","Discovery Park"
"177","SWTH","0.181020639987298","0.0450267204013596","0.130164766034497","0.0539037122932178","0.0157453901667101","Discovery Park"
"178","TOWA","-1.10237277219859","0.0542932565249944","0.256388928622518","0.128657940669361","0.0462838758780943","Discovery Park"
"179","TRES","-0.410914933406435","0.347838109593459","-0.974065568478445","0.181986369419504","8.67907236464087e-08","Discovery Park"
"180","VASW","-0.454651004288467","0.036349684849281","-0.355905784344714","0.266959509828716","0.182471874550207","Discovery Park"
"181","VATH","0.0798348108425011","0.0328964788097907","0.0961951171208939","0.0457310712437187","0.0354224504605511","Discovery Park"
"182","VESC","-0.892510252940465","0.208880270800596","-0.853322756645477","0.264179137360771","0.00123750654760529","Discovery Park"
"183","VGSW","0.661495285626003","0.196283794805036","-0.452598852949336","0.086522854630167","1.68618699911273e-07","Discovery Park"
"184","WAVI","0.922759658082994","0.0782731852476156","0.222008151849291","0.0685428720055378","0.0011996313747616","Discovery Park"
"185","WCSP","0.759158841119161","0.0819842583625383","-0.133440724199231","0.0370364056904574","0.000314612782830507","Discovery Park"
"186","WEFL","1.03429527908235","0.413064362927777","0.413304267539761","0.0405261406873836","2.01438983549523e-24","Discovery Park"
"187","WEGR","-1.42393472176285","0.444656257825817","-1.40071572874467","0.299499494028428","2.91307978714592e-06","Discovery Park"
"188","WESA","-1.38002416595954","0.129481414343821","-0.864670288016275","0.556201417929881","0.120041550724116","Discovery Park"
"189","WETA","-0.656963281584151","0.0349346079345373","0.213923605740374","0.127162419726026","0.0925133224522953","Discovery Park"
"190","WEWP","0.377922698843872","0.00283092738772839","-0.0711662248181681","0.141363544452464","0.614664093991676","Discovery Park"
"191","WIFL","-0.900502641783235","0.0481402235470797","-0.277050314829131","0.153702291737002","0.0714647968565388","Discovery Park"
"192","WIWA","2.62348954842479","0.111520082335751","0.249843660569006","0.0533577266452562","2.83498144375185e-06","Discovery Park"
"193","YEWA","-0.647910214429143","0.00534949647139427","-0.0961645462626194","0.15714704071965","0.540577513765514","Discovery Park"
"194","YRWA","-1.34323178267206","2.18862364183003e-05","-0.00288481076976598","0.0644780037352333","0.964313748126034","Discovery Park"
"195","AGOL","-1.27657270440826","0.0649125143966698","-0.416870427544482","0.24875292887889","0.0937692853655782","Genesee Park"
"196","AMCO","-1.48089001711288","0.0174791245201146","-0.140138254969532","0.131991530421045","0.288362103894257","Genesee Park"
"197","AMCR","-0.853581301411657","0.265385507403899","0.408489372238113","0.0703177725935116","6.27754372489206e-09","Genesee Park"
"198","AMRO","-1.36004301856618","0.0469991801871311","-0.164017648185916","0.0812992215314354","0.0436478894400406","Genesee Park"
"199","AMWI","-1.41895434599512","0.00248140586044421","0.0499927083121009","0.121496358505197","0.680724304158968","Genesee Park"
"200","ANHU","-0.926697575138551","0.206858368900997","0.45617424840836","0.0995878798602209","4.63599204542794e-06","Genesee Park"
"201","BAEA","-0.881553644953407","0.000470794636213134","0.0292312307822634","0.169814620803952","0.863330513033112","Genesee Park"
"202","BARS","-1.34463751990537","0.0973799183036993","-0.271489541708027","0.0945672586211812","0.0040935429239507","Genesee Park"
"203","BCCH","-1.02883610064257","0.220212410868927","0.44775030986499","0.0925086506942662","1.29779531375073e-06","Genesee Park"
"204","BEKI","-1.23231456161807","0.011511403006909","-0.213816094223236","0.364716219844057","0.557705296101982","Genesee Park"
"205","BEWR","-1.10123177902023","0.0276284164101667","0.15213345072572","0.102288269166572","0.136935315807486","Genesee Park"
"206","BHCO","0.441403567215162","0.0406237941654204","-0.41958241843391","0.312308294523464","0.179114037660991","Genesee Park"
"207","BUFF","-1.79424368901665","0.000436374569957376","-0.0185615740499058","0.110735054894165","0.866881069844695","Genesee Park"
"208","BUSH","-0.953502624956017","0.0223727671422929","-0.215548846491446","0.187332611287442","0.249888167872337","Genesee Park"
"209","CAGU","-1.69055640246191","0.000984030090575794","0.0276002302655263","0.10733639751745","0.797072504968726","Genesee Park"
"210","CANG","-1.45152726542854","0.0863401465339017","0.270959347237314","0.104372216185316","0.00942922034182826","Genesee Park"
"211","CANV","-0.862463768620398","0.135246494702689","-0.743479995148178","0.321920756703975","0.0209151616888072","Genesee Park"
"212","CATE","-0.0432153302627443","0.118074983127275","0.631894364296239","0.237431392908396","0.0077821849890283","Genesee Park"
"213","CBCH","-1.60402393492476","0.20573017519719","0.916912448912995","0.395730737224804","0.0205031356291148","Genesee Park"
"214","CEDW","-0.632341731283281","0.0868928130115685","-0.534496442744581","0.25739399028987","0.0378413343989245","Genesee Park"
"215","COGO","-0.887165782811045","0.0281900418354301","-0.241482892789138","0.188192818711578","0.199433429155122","Genesee Park"
"216","COME","-1.68445056811001","6.20623290092936e-07","-0.000820165186656698","0.135499447163646","0.995170510599618","Genesee Park"
"217","DCCO","-1.76911206211825","0.00390112496325412","0.0538890652285443","0.105796849310121","0.610497377711804","Genesee Park"
"218","DEJU","-1.5924274303479","0.265080823082817","0.793032400280716","0.216567244170412","0.0002504201617276","Genesee Park"
"219","DOWO","-0.403473132562394","0.00242319038058325","-0.0908847505325886","0.271733787200719","0.738030615080988","Genesee Park"
"220","EUST","-0.306039908462932","0.273548551044","-0.542305163487792","0.0927126648215926","4.9361489749145e-09","Genesee Park"
"221","GADW","-1.05991436536535","0.0018246231979907","-0.0350494620317387","0.0889967211773563","0.693707521824975","Genesee Park"
"222","GBHE","-1.15619077011316","3.32259041280203e-07","-0.000796048286464289","0.188803666840554","0.996635908792441","Genesee Park"
"223","GCKI","-0.406522389961444","0.0233787601919569","0.26972589579543","0.261911727325253","0.303087410183712","Genesee Park"
"224","GCSP","-0.778753962209084","0.0137008360501352","0.221981033402977","0.304065666054557","0.46536385610977","Genesee Park"
"225","GWGU","-0.82240812754101","0.00217826966270407","0.0370653165148725","0.0827586095366416","0.654245118832116","Genesee Park"
"226","HOFI","-0.663152509866903","0.135605711491484","0.493056387989418","0.149686336640966","0.000987969273480382","Genesee Park"
"227","HOGR","-0.904732950009253","0.00375051103663737","-0.0850832499109593","0.178536667634811","0.633676208275397","Genesee Park"
"228","HOME","-1.33089937836121","0.146952858956223","-0.600749169950096","0.221297663153344","0.00663427073994598","Genesee Park"
"229","HOSP","-0.763899436840746","0.412762189253204","-1.36045686345506","0.309134672551876","1.07825172733162e-05","Genesee Park"
"230","LESC","-1.05222091376804","0.19253404729256","-0.756454694764245","0.247937171600877","0.00228085525226505","Genesee Park"
"231","MALL","-1.2905390498645","0.11449768499086","0.270813540449525","0.0827982117823439","0.00107256782150206","Genesee Park"
"232","MERL","-1.338580916677","0.0235943786896905","0.31748508896828","0.414295379942515","0.443482685285783","Genesee Park"
"233","NOFL","-1.14890281319623","0.00547972214938841","-0.0635003448613558","0.0947656013687787","0.502808066966921","Genesee Park"
"234","OCWA","-1.34385453265744","0.026861467226532","-0.347046638737014","0.432497417449164","0.422307292137727","Genesee Park"
"235","OSPR","-1.19842608280059","0.000260736703346698","-0.0211788568754686","0.172598580330438","0.902340024975045","Genesee Park"
"236","PAWR","-1.00632216996517","1.35339293041437e-05","0.00776096751313942","0.410153015731833","0.98490322778982","Genesee Park"
"237","PBGR","-0.214304710044351","0.0207629896905278","-0.216180799162928","0.181758624748156","0.23428859615544","Genesee Park"
"238","RBGU","-1.86439170296666","0.00984246158036817","-0.0882941889536106","0.111898468378206","0.430079114625167","Genesee Park"
"239","RCKI","-1.15396579534763","0.0097153913754231","0.132939225513852","0.174363121639325","0.445804944330155","Genesee Park"
"240","RNDU","-1.58984314211698","0.0551241299441899","-0.238516336668017","0.125067236559715","0.0565070079743957","Genesee Park"
"241","RNGR","-1.54436154430613","0.418719762708689","-1.8522552965776","0.654525562291167","0.00465595740008829","Genesee Park"
"242","ROPI","0.171616949503925","0.144723908340047","-0.540434641675264","0.149963326222448","0.000313624108061588","Genesee Park"
"243","RTHA","-1.18364445059235","0.190973041439121","-0.954773147919089","0.41443190208238","0.0212332048091646","Genesee Park"
"244","SAVS","-0.921253528906846","0.047888979201225","-0.222353396059879","0.112719248606012","0.04853770750238","Genesee Park"
"245","SBIG","-0.550097190821659","0.16220883769439","-0.452997976506193","0.115072771828666","8.26367035909672e-05","Genesee Park"
"246","SOSP","-0.998294602076579","0.413337415760017","0.613580281444315","0.0799338330639848","1.64002146762185e-14","Genesee Park"
"247","SPTO","-0.807439074978578","0.172446023859879","0.592040288130382","0.169867069032727","0.00049155751891656","Genesee Park"
"248","SSHA","-0.886056337845238","0.219180875920524","-1.06190472088725","0.396533881220418","0.00740704751420879","Genesee Park"
"249","STJA","-1.23830891622683","0.209534608791857","0.668640884574709","0.18455333304986","0.000291180443056302","Genesee Park"
"250","VASW","-1.2446914870688","0.206911120614765","-0.769569558246683","0.2442340947646","0.00162740033789607","Genesee Park"
"251","VGSW","-1.35941160700986","0.145877185034077","-0.390899770185177","0.114917434662087","0.000669998138187733","Genesee Park"
"252","WCSP","-0.805519499420761","0.0645692556442169","-0.412111861317963","0.217141170064179","0.0577094780617269","Genesee Park"
"253","WEGR","-1.40143564695286","0.456340702493957","-1.62700501230261","0.418926257827714","0.000102857508054985","Genesee Park"
"254","YRWA","-1.14005168400734","0.161684298552859","0.800934644211406","0.343763574611551","0.0198114536823179","Genesee Park"
"255","AGOL","-0.393512014211969","0.122101779647211","-0.361785867055287","0.103385008330125","0.000466300236618344","Golden Gardens Park"
"256","AMCR","-0.915547633635214","0.00363833354815513","0.0371472994538251","0.0612348050194122","0.544091828611844","Golden Gardens Park"
"257","AMRO","-1.68010146063767","0.109313140003236","-0.203803278546701","0.0629791457823569","0.001211987563794","Golden Gardens Park"
"258","AMWI","-1.76842501262388","0.028533307614058","-0.133482986806284","0.0929453937264178","0.150961317128932","Golden Gardens Park"
"259","ANHU","-1.19428616234539","0.140227432079161","0.266895472399072","0.069413738885088","0.000120554943004257","Golden Gardens Park"
"260","BAEA","-1.515047486508","0.0437186087022269","0.281060073326424","0.187235344221198","0.133328182127391","Golden Gardens Park"
"261","BAGO","-0.883093795477506","0.222725195493292","-0.675376594843235","0.16683928715807","5.16423886072002e-05","Golden Gardens Park"
"262","BAOW","-1.32831712156465","2.19834039296707e-05","-0.00989517637857593","0.447707877590096","0.982366703580859","Golden Gardens Park"
"263","BARS","-0.352956607442156","0.356321882981542","-1.08208178865384","0.211876648624506","3.27087092157666e-07","Golden Gardens Park"
"264","BCCH","-1.32044494399848","0.0198310435282351","-0.0875728335254827","0.0642657577453168","0.172987452106493","Golden Gardens Park"
"265","BEKI","-0.836884028154366","0.0415997966993409","0.226955992845954","0.125785553252483","0.0711828958161178","Golden Gardens Park"
"266","BEWR","-1.01484381085252","0.0675489434330481","0.205818059830553","0.0820639369078994","0.0121409523797303","Golden Gardens Park"
"267","BHCO","-1.00749319732486","0.00804287791518221","-0.179803270941342","0.362997861071932","0.620368091257837","Golden Gardens Park"
"268","BRAN","-0.614452271110357","0.1650149285508","-0.695900630068048","0.227563860659034","0.00222785778966692","Golden Gardens Park"
"269","BRCR","-0.422239422046485","0.0541498245131337","0.228844415478663","0.100269559473694","0.0224721053416252","Golden Gardens Park"
"270","BUFF","-1.0353794004259","0.0925551686703355","-0.317866564732853","0.116182042870653","0.00622032346270864","Golden Gardens Park"
"271","BUSH","-1.14235555666105","0.0952556571331624","-0.337714375038436","0.125055636150973","0.00692326248135006","Golden Gardens Park"
"272","CAGU","-0.469242852661595","0.0358418368842522","-0.195206788788652","0.110934361196325","0.07846542470029","Golden Gardens Park"
"273","CANG","-1.15822336323188","0.0725144707700965","-0.278243836680102","0.118996877245792","0.0193745495586956","Golden Gardens Park"
"274","CATE","-0.18316297837834","0.0917430083569185","0.406784353947306","0.147343540820279","0.00576620035664717","Golden Gardens Park"
"275","CBCH","-0.957004352098282","0.0303854157376744","0.17981388967041","0.115473454034179","0.119425830430302","Golden Gardens Park"
"276","CEDW","-0.083503125672185","0.00182703515872207","0.0836766608901522","0.300664201602434","0.780777446154504","Golden Gardens Park"
"277","COGO","-0.497121116843349","0.043763650531589","-0.269566412562674","0.146104905905222","0.0650346899818204","Golden Gardens Park"
"278","COME","-1.60520342985448","0.583005824893572","2.15783676181905","0.599125490189851","0.000316211118931738","Golden Gardens Park"
"279","DCCO","-0.451699311065303","0.030560318929621","-0.170776066941567","0.100147102509173","0.0881473981647396","Golden Gardens Park"
"280","DEJU","-1.04340598214516","0.564986406075416","1.19255861370646","0.15119953240837","3.08752890682288e-15","Golden Gardens Park"
"281","DOWO","-0.770471959570381","0.0262667511858684","0.224019830575719","0.177893430264352","0.207924766070173","Golden Gardens Park"
"282","EUST","-1.12460264632445","0.446968601271487","-0.894386359689161","0.132311891880539","1.38294608193329e-11","Golden Gardens Park"
"283","EUWI","-1.42545529585436","0.000313452241508472","0.0298622833258238","0.277645171893152","0.914348246449802","Golden Gardens Park"
"284","FOSP","-0.822465778199555","0.163763172803909","0.801583809634132","0.322372940204912","0.0129002640252657","Golden Gardens Park"
"285","GADW","-0.950114834457009","0.172375610752248","-0.538885286506501","0.150833448386366","0.000353295957344191","Golden Gardens Park"
"286","GBHE","-0.81670774506941","0.0219076435355411","0.131809930217793","0.0940619593674273","0.161121500371172","Golden Gardens Park"
"287","GCKI","0.197441050742523","0.00635217559259493","0.0709873452918081","0.0845304070832184","0.40102909531344","Golden Gardens Park"
"288","GCSP","-0.940387871878843","0.0991769507125514","-0.544367136069779","0.25425992157129","0.0322751024852544","Golden Gardens Park"
"289","GWGU","-0.150805398390299","0.484914140960519","-0.627421229561436","0.0631650894842891","2.99004286482481e-23","Golden Gardens Park"
"290","HADU","-1.56325424107838","0.236394579432193","-1.21434102681498","0.566052198833591","0.0319303867359723","Golden Gardens Park"
"291","HAWO","-1.28285998652244","0.000891348342186737","0.0633940887784463","0.445266777231709","0.886785171753731","Golden Gardens Park"
"292","HEEG","-0.98464882446587","0.0897879317586113","-0.535556055609648","0.267049556986885","0.0449143524035403","Golden Gardens Park"
"293","HOFI","-0.0564009793359521","0.0341949387776678","0.219445069681805","0.123148279685334","0.0747560711373169","Golden Gardens Park"
"294","HOGR","-0.907458235139447","0.266886594978679","-0.535235402232364","0.101717807115169","1.42524959293055e-07","Golden Gardens Park"
"295","HOME","-0.728116721460318","0.341467840221741","-1.30519131166633","0.349795980360018","0.00019049946446513","Golden Gardens Park"
"296","HOSP","-1.81739521042647","0.75028541210858","-4.61990898117373","1.26867479681996","0.000271029466945833","Golden Gardens Park"
